service,num_cuad,perc_not_comp-1,perc_not_comp-2,perc_not_comp-3,perc_not_comp-9,perc_reprog-1,perc_reprog-2,perc_reprog-3,perc_reprog-9,dpy_1_Pozo.BM,perc_completed_corr_Pozo.BM,dpy_corr_Pozo.BM,total_work_load_py,task_completed_time_py,task_not_completed_time_py,total_ava_time_py,overtime_py,ontime_py,freetime_py
Recorredores,5,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,6,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,7,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,8,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,1,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,8.11202223805923,27.8333333333333,27.8333333333333,0,2088,0,27.8333333333333,2060.16666666667
Recorredores,2,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,4176,0,27.8333333333333,4148.16666666667
Recorredores,3,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,6264,0,27.8333333333333,6236.16666666667
Recorredores,4,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,8352,0,27.8333333333333,8324.16666666667
Recorredores,5,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,6,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,7,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,8,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,9,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,10,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,11,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,12,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,7.99593041547473,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,1,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.9853021886407,55.6666666666667,55.6666666666667,0,2088,0,55.6666666666667,2032.33333333333
Recorredores,2,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,4176,0,55.6666666666667,4120.33333333333
Recorredores,3,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,6264,0,55.6666666666667,6208.33333333333
Recorredores,4,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,8352,0,55.6666666666667,8296.33333333333
Recorredores,5,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,10440,0,55.6666666666667,10384.3333333333
Recorredores,6,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,12528,0,55.6666666666667,12472.3333333333
Recorredores,7,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,14616,0,55.6666666666667,14560.3333333333
Recorredores,8,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,9,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,10,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,11,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,12,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,13.7025436993895,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,1,0,0,0,0,0.25,0.19047619047619,0,0.386075949367089,NA,1,19.7954746349197,83.0833333333333,83.0833333333333,0,2088,0,83.0833333333333,2004.91666666667
Recorredores,2,0,0,0,0,0.25,0.142857142857143,0,0.360759493670886,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,4176,0,83.0833333333333,4092.91666666667
Recorredores,3,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,6264,0,83.0833333333333,6180.91666666667
Recorredores,4,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,8352,0,83.0833333333333,8268.91666666667
Recorredores,5,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,10440,0,83.0833333333333,10356.9166666667
Recorredores,6,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,12528,0,83.0833333333333,12444.9166666667
Recorredores,7,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,14616,0,83.0833333333333,14532.9166666667
Recorredores,8,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,16704,0,83.0833333333333,16620.9166666667
Recorredores,9,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,18792,0,83.0833333333333,18708.9166666667
Recorredores,10,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,20880,0,83.0833333333333,20796.9166666667
Recorredores,11,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,19.4204746349197,83.0833333333333,83.0833333333333,0,22968,0,83.0833333333333,22884.9166666667
Recorredores,1,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5683918384214,27.8333333333333,27.8333333333333,0,2088,0,27.8333333333333,2060.16666666667
Recorredores,2,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,4176,0,27.8333333333333,4148.16666666667
Recorredores,3,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,6264,0,27.8333333333333,6236.16666666667
Recorredores,4,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,8352,0,27.8333333333333,8324.16666666667
Recorredores,5,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,6,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,7,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,8,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,9,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,10,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,11,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,12,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,1,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.4416717890029,55.6666666666667,55.6666666666667,0,2088,0,55.6666666666667,2032.33333333333
Recorredores,2,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,4176,0,55.6666666666667,4120.33333333333
Recorredores,3,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,6264,0,55.6666666666667,6208.33333333333
Recorredores,4,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,8352,0,55.6666666666667,8296.33333333333
Recorredores,5,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,10440,0,55.6666666666667,10384.3333333333
Recorredores,6,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,12528,0,55.6666666666667,12472.3333333333
Recorredores,7,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,14616,0,55.6666666666667,14560.3333333333
Recorredores,8,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,9,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,10,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,11,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,12,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,1,0,0,0,0,0.25,0.19047619047619,0,0.386075949367089,NA,1,21.3852483929238,83.0833333333333,83.0833333333333,0,2088,0,83.0833333333333,2004.91666666667
Recorredores,2,0,0,0,0,0.25,0.142857142857143,0,0.360759493670886,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,4176,0,83.0833333333333,4092.91666666667
Recorredores,3,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,6264,0,83.0833333333333,6180.91666666667
Recorredores,4,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,8352,0,83.0833333333333,8268.91666666667
Recorredores,5,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,10440,0,83.0833333333333,10356.9166666667
Recorredores,6,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,12528,0,83.0833333333333,12444.9166666667
Recorredores,7,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,14616,0,83.0833333333333,14532.9166666667
Recorredores,8,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,16704,0,83.0833333333333,16620.9166666667
Recorredores,9,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,18792,0,83.0833333333333,18708.9166666667
Recorredores,10,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,20880,0,83.0833333333333,20796.9166666667
Recorredores,11,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,22968,0,83.0833333333333,22884.9166666667
Recorredores,12,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,25056,0,83.0833333333333,24972.9166666667
Recorredores,1,0,0,0,0,0.4,0.206896551724138,0,0.36150234741784,NA,1,27.8086975013009,110.25,110.25,0,2088,0,110.25,1977.75
Recorredores,2,0,0,0,0,0.4,0.172413793103448,0,0.356807511737089,NA,1,27.2670308346342,110.25,110.25,0,4176,0,110.25,4065.75
Recorredores,3,0,0,0,0,0.2,0.155172413793103,0,0.342723004694836,NA,1,27.2670308346342,110.25,110.25,0,6264,0,110.25,6153.75
Recorredores,4,0,0,0,0,0.2,0.155172413793103,0,0.333333333333333,NA,1,27.2670308346342,110.25,110.25,0,8352,0,110.25,8241.75
Recorredores,5,0,0,0,0,0.2,0.155172413793103,0,0.323943661971831,NA,1,27.2670308346342,110.25,110.25,0,10440,0,110.25,10329.75
Recorredores,6,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,12528,0,110.25,12417.75
Recorredores,7,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,14616,0,110.25,14505.75
Recorredores,8,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,16704,0,110.25,16593.75
Recorredores,9,0,0,0,0,0.2,0.155172413793103,0,0.309859154929577,NA,1,27.2670308346342,110.25,110.25,0,18792,0,110.25,18681.75
Recorredores,1,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5683918384214,27.8333333333333,27.8333333333333,0,2088,0,27.8333333333333,2060.16666666667
Recorredores,2,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,4176,0,27.8333333333333,4148.16666666667
Recorredores,3,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,6264,0,27.8333333333333,6236.16666666667
Recorredores,4,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,8352,0,27.8333333333333,8324.16666666667
Recorredores,5,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,6,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,7,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,8,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,9,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,10,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,11,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,12,0,0,0,0,0.2,0.166666666666667,0,0.478260869565217,NA,1,10.5197807273103,27.8333333333333,27.8333333333333,0,10440,0,27.8333333333333,10412.1666666667
Recorredores,1,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.4416717890029,55.6666666666667,55.6666666666667,0,2088,0,55.6666666666667,2032.33333333333
Recorredores,2,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,4176,0,55.6666666666667,4120.33333333333
Recorredores,3,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,6264,0,55.6666666666667,6208.33333333333
Recorredores,4,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,8352,0,55.6666666666667,8296.33333333333
Recorredores,5,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,10440,0,55.6666666666667,10384.3333333333
Recorredores,6,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,12528,0,55.6666666666667,12472.3333333333
Recorredores,7,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,14616,0,55.6666666666667,14560.3333333333
Recorredores,8,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,9,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,10,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,11,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,12,0,0,0,0,0.25,0.115384615384615,0,0.432692307692308,NA,1,16.2263940112251,55.6666666666667,55.6666666666667,0,16704,0,55.6666666666667,16648.3333333333
Recorredores,1,0,0,0,0,0.25,0.19047619047619,0,0.386075949367089,NA,1,21.3852483929238,83.0833333333333,83.0833333333333,0,2088,0,83.0833333333333,2004.91666666667
Recorredores,2,0,0,0,0,0.25,0.142857142857143,0,0.360759493670886,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,4176,0,83.0833333333333,4092.91666666667
Recorredores,3,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,6264,0,83.0833333333333,6180.91666666667
Recorredores,4,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,8352,0,83.0833333333333,8268.91666666667
Recorredores,5,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,10440,0,83.0833333333333,10356.9166666667
Recorredores,6,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,12528,0,83.0833333333333,12444.9166666667
Recorredores,7,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,14616,0,83.0833333333333,14532.9166666667
Recorredores,8,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,16704,0,83.0833333333333,16620.9166666667
Recorredores,9,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,18792,0,83.0833333333333,18708.9166666667
Recorredores,10,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,20880,0,83.0833333333333,20796.9166666667
Recorredores,11,0,0,0,0,0.25,0.142857142857143,0,0.348101265822785,NA,1,21.0102483929238,83.0833333333333,83.0833333333333,0,22968,0,83.0833333333333,22884.9166666667
